strike,callGEX_musd,putGEX_musd,netGEX_musd,callOI,putOI,callDelta,putDelta,callBid,callAsk,putBid,putAsk,pcsCredit_w5,ccsCredit_w5,expirationType,callIV,putIV
732.0,9.9167,-295.7389,-285.8222,29,786,0.74425,-0.22194,41.99,43.64,6.04,6.07,0.62,3.92,Regular,0.1904,0.1601
733.0,0.0,-1064.4407,-1064.4407,0,2777,0.73908,-0.22652,40.08,41.45,6.18,6.21,0.64,2.85,Regular,0.1887,0.159
734.0,0.0,-224.9952,-224.9952,0,575,0.73522,-0.23185,39.25,40.58,6.33,6.36,0.66,2.88,Regular,0.187,0.1578
735.0,642.7177,-3533.1703,-2890.4526,1780,8848,0.73058,-0.23742,39.44,41.12,6.48,6.51,0.68,3.9,Regular,0.1852,0.1567
736.0,0.0,-413.19,-413.19,0,1014,0.72487,-0.24311,37.46,38.91,6.63,6.66,0.7,2.71,Regular,0.1837,0.1555
737.0,0.0,-539.3522,-539.3522,0,1297,0.7209,-0.24888,36.64,38.07,6.79,6.82,0.72,2.7,Regular,0.1817,0.1543
738.0,84.9599,-2325.0082,-2240.0483,223,5479,0.7156,-0.25479,35.85,37.23,6.96,6.99,0.75,2.73,Regular,0.1802,0.1531
739.0,182.5122,-910.3494,-727.8372,471,2100,0.71014,-0.26184,36.1,36.37,7.13,7.16,0.77,3.78,Regular,0.1788,0.1521
740.0,655.6487,-5245.9177,-4590.269,1664,11887,0.70451,-0.26736,35.28,35.54,7.3,7.34,0.79,3.78,Regular,0.1774,0.1509
741.0,0.0,-446.3977,-446.3977,0,992,0.69866,-0.27384,34.46,34.75,7.49,7.52,0.83,3.73,Regular,0.1761,0.1498
742.0,70.0691,-2853.1834,-2783.1143,172,6220,0.69191,-0.28052,32.54,33.94,7.67,7.71,0.85,2.59,Regular,0.1749,0.1487
743.0,0.0,-252.4653,-252.4653,0,540,0.68663,-0.28736,31.71,33.12,7.86,7.89,0.87,1.12,Regular,0.1735,0.1476
744.0,97.514,-447.9128,-350.3988,232,940,0.68048,-0.29433,32.04,32.32,8.06,8.09,0.9,3.65,Regular,0.1721,0.1464
745.0,657.0277,-3607.0722,-2950.0445,1538,7419,0.67421,-0.30242,31.25,31.5,8.27,8.3,0.93,3.67,Regular,0.1707,0.1453
746.0,0.0,-283.2981,-283.2981,0,573,0.66774,-0.30889,30.46,30.73,8.48,8.51,0.96,3.58,Regular,0.1694,0.1442
747.0,0.0,-222.5089,-222.5089,0,442,0.66112,-0.31646,29.68,29.95,8.7,8.73,0.99,3.56,Regular,0.1681,0.1431
748.0,46.5526,-252.5648,-206.0122,104,492,0.65434,-0.32509,28.91,30.59,8.92,8.95,1.03,3.53,Regular,0.1668,0.142
