strike,callGEX_musd,putGEX_musd,netGEX_musd,callOI,putOI,callDelta,putDelta,callBid,callAsk,putBid,putAsk,pcsCredit_w5,ccsCredit_w5,expirationType
709.0,0.0,-256.5981,-256.5981,0,1103,0.8235,-0.13582,61.16,64.36,3.87,3.89,0.34,1.29,Regular
710.0,239.7847,-2736.3049,-2496.5202,1024,11520,0.8205,-0.13871,60.24,63.53,3.95,3.97,0.35,1.28,Regular
711.0,0.0,-978.1024,-978.1024,0,4033,0.81747,-0.1417,59.39,62.51,4.03,4.05,0.36,1.34,Regular
712.0,0.0,-83.4514,-83.4514,0,337,0.8144,-0.14475,58.4,61.69,4.11,4.13,0.37,1.25,Regular
713.0,0.4922,-102.4028,-101.9106,2,405,0.8113,-0.1479,57.62,60.54,4.19,4.21,0.37,1.79,Regular
714.0,0.0,-140.4464,-140.4464,0,544,0.80815,-0.1511,56.58,59.87,4.28,4.3,0.39,1.44,Regular
715.0,90.0708,-1509.1999,-1419.1291,354,5725,0.80496,-0.15436,55.67,58.96,4.36,4.38,0.39,1.22,Regular
716.0,4.3986,-156.3903,-151.9917,17,581,0.80173,-0.15772,54.76,58.05,4.45,4.48,0.4,1.58,Regular
717.0,0.0,-177.0035,-177.0035,0,644,0.79846,-0.16117,54.08,57.15,4.55,4.57,0.42,1.56,Regular
718.0,0.0,-287.9362,-287.9362,0,1026,0.79514,-0.16476,53,55.83,4.63,4.66,0.42,1.37,Regular
719.0,0.0,-107.17,-107.17,0,374,0.79178,-0.16841,52.27,55.14,4.73,4.75,0.43,1.37,Regular
720.0,128.7521,-3373.2549,-3244.5028,465,11529,0.78836,-0.17213,51.16,54.45,4.83,4.85,0.45,1.42,Regular
721.0,11.5488,-156.8441,-145.2953,41,525,0.7849,-0.17595,50.39,53.18,4.93,4.96,0.45,1.69,Regular
722.0,0.0,-273.3015,-273.3015,0,896,0.78138,-0.17992,49.58,52.52,5.04,5.07,0.47,1.53,Regular
723.0,0.0,-170.9723,-170.9723,0,549,0.7778,-0.18397,48.64,51.63,5.15,5.18,0.49,1.58,Regular
724.0,0.0,-71.8563,-71.8563,0,226,0.77417,-0.18813,47.59,50.9,5.26,5.29,0.51,1.07,Regular
725.0,0.0,-7552.545,-7552.545,0,23267,0.77048,-0.19239,46.92,49.74,5.37,5.4,0.52,1.34,Regular
726.0,0.0,-320.1344,-320.1344,0,966,0.76673,-0.19672,47.12,48.7,5.49,5.51,0.53,2.53,Regular
727.0,0.0,-515.6065,-515.6065,0,1524,0.76291,-0.20119,44.97,48.05,5.61,5.63,0.54,1.04,Regular
728.0,0.0,-445.8519,-445.8519,0,1291,0.75903,-0.2058,44.3,47.06,5.74,5.76,0.56,1.49,Regular
729.0,0.0,-215.3834,-215.3834,0,611,0.75507,-0.21054,43.4,46.52,5.86,5.89,0.57,1.54,Regular
730.0,256.3774,-10964.6734,-10708.296,776,30474,0.75103,-0.21538,43.65,45.58,6,6.02,0.6,2.79,Regular
731.0,19.1779,-290.8093,-271.6314,57,792,0.74686,-0.2204,42.78,44.59,6.13,6.15,0.62,2.49,Regular
732.0,9.9298,-296.3869,-286.4571,29,791,0.74237,-0.22553,41.93,43.93,6.26,6.3,0.63,2.63,Regular
