strike,callGEX_musd,putGEX_musd,netGEX_musd,callOI,putOI,callDelta,putDelta,callBid,callAsk,putBid,putAsk,pcsCredit_w5,ccsCredit_w5,expirationType
720.0,0.0,0.0,0.0,0,0,0.00314,-0.9999,,,,,,,Regular
730.0,0.0,0.0,0.0,0,0,0.00299,-0.99991,,,,,,,Regular
740.0,0.0,0.0,0.0,0,0,0.00284,-0.99992,,,,,,,Regular
750.0,0.0,0.0,0.0,0,0,0.0027,-0.99993,,,,,,,Regular
760.0,0.0,0.0,0.0,0,0,0.00256,-0.99993,,,,,,,Regular
770.0,0.0,0.0,0.0,0,0,0.00242,-0.99994,,,,,,,Regular
780.0,0.0,0.0,0.0,0,0,0.00229,-0.99995,,,,,,,Regular
790.0,0.0,0.0,0.0,0,0,0.00216,-0.99995,,,,,,,Regular
800.0,0.0,0.0,0.0,0,0,0.00204,-0.99996,,,,,,,Regular
810.0,0.0,0.0,0.0,0,0,0.00194,-0.99996,,,,,,,Regular
820.0,0.0,0.0,0.0,0,0,0.00187,-0.99997,,,,,,,Regular
830.0,0.0,0.0,0.0,0,0,0.00181,-0.99997,,,,,,,Regular
840.0,0.0,0.0,0.0,0,0,0.00176,-0.99997,,,,,,,Regular
850.0,0.0,0.0,0.0,0,0,0.00171,-0.99998,,,,,,,Regular
860.0,0.0,0.0,0.0,0,0,0.00166,-0.99998,,,,,,,Regular
870.0,0.0,0.0,0.0,0,0,0.00161,-0.99998,,,,,,,Regular
880.0,0.0,0.0,0.0,0,0,0.00157,-0.99998,,,,,,,Regular
890.0,0.0,0.0,0.0,0,0,0.00152,-0.99999,,,,,,,Regular
900.0,0.0,0.0,0.0,0,0,0.00147,-0.99999,,,,,,,Regular
910.0,0.0,0.0,0.0,0,0,0.00143,-0.99999,,,,,,,Regular
920.0,0.0,0.0,0.0,0,0,0.00139,-0.99999,,,,,,,Regular
930.0,0.0,0.0,0.0,0,0,0.00134,-0.99999,,,,,,,Regular
940.0,0.0,0.0,0.0,0,0,0.0013,-0.99999,,,,,,,Regular
950.0,0.0,0.0,0.0,0,0,0.00126,-1.0,,,,,,,Regular
960.0,0.0,0.0,0.0,0,0,0.00122,-1.0,,,,,,,Regular
970.0,0.0,0.0,0.0,0,0,0.00118,-1.0,,,,,,,Regular
980.0,0.0,0.0,0.0,0,0,0.00114,-1.0,,,,,,,Regular
990.0,0.0,0.0,0.0,0,0,0.0011,-1.0,,,,,,,Regular
